,Country Name,Year,Count
1944,Aruba,1969,58726
1945,Afghanistan,1969,10893776
1946,Angola,1969,5803254
1947,Albania,1969,2081695
1948,Andorra,1969,23058
1949,United Arab Emirates,1969,203106
1950,Argentina,1969,23517611
1951,Armenia,1969,2462928
1952,American Samoa,1969,26703
1953,Antigua and Barbuda,1969,63550
1954,Australia,1969,12263000
1955,Austria,1969,7441055
1956,Azerbaijan,1969,5071927
1957,Burundi,1969,3413904
1958,Belgium,1969,9646032
1959,Benin,1969,2850661
1960,Burkina Faso,1969,5528174
1961,Bangladesh,1969,62679765
1962,Bulgaria,1969,8434172
1963,Bahrain,1969,206043
1964,"Bahamas, The",1969,164268
1965,Bosnia and Herzegovina,1969,3717468
1966,Belarus,1969,8960304
1967,Belize,1969,119261
1968,Bermuda,1969,54000
1969,Bolivia,1969,4389246
1970,Brazil,1969,92746614
1971,Barbados,1969,237955
1972,Brunei Darussalam,1969,123600
1973,Bhutan,1969,287891
1974,Botswana,1969,611300
1975,Central African Republic,1969,1778861
1976,Canada,1969,21028000
1977,Switzerland,1969,6136387
1978,Channel Islands,1969,119972
1979,Chile,1969,9625312
1980,China,1969,796025000
1981,Cote d'Ivoire,1969,4897472
1982,Cameroon,1969,6357092
1983,"Congo, Dem. Rep.",1969,19459816
1984,"Congo, Rep.",1969,1289522
1985,Colombia,1969,20942456
1986,Comoros,1969,225325
1987,Cabo Verde,1969,263453
1988,Costa Rica,1969,1797893
1989,Caribbean small states,1969,4833842
1990,Cuba,1969,8561384
1991,Curacao,1969,142581
1992,Cayman Islands,1969,8827
1993,Cyprus,1969,606116
1994,Czech Republic,1969,9896580
1995,Germany,1969,77909682
1996,Djibouti,1969,149887
1997,Dominica,1969,70213
1998,Denmark,1969,4891860
1999,Dominican Republic,1969,4373124
2000,Algeria,1969,14061722
2001,Ecuador,1969,5895367
2002,"Egypt, Arab Rep.",1969,33703139
2003,Eritrea,1969,1276123
2004,Spain,1969,33441054
2005,Estonia,1969,1345249
2006,Ethiopia,1969,27652709
2007,Finland,1969,4623785
2008,Fiji,1969,509704
2009,France,1969,51561836
2010,Faroe Islands,1969,38570
2011,"Micronesia, Fed. Sts.",1969,60145
2012,Gabon,1969,577646
2013,United Kingdom,1969,55441750
2014,Georgia,1969,4080300
2015,Ghana,1969,8520015
2016,Gibraltar,1969,28166
2017,Guinea,1969,4084600
2018,"Gambia, The",1969,451228
2019,Guinea-Bissau,1969,692407
2020,Equatorial Guinea,1969,304000
2021,Greece,1969,8772764
2022,Grenada,1969,94728
2023,Greenland,1969,44900
2024,Guatemala,1969,5465512
2025,Guam,1969,82040
2026,Guyana,1969,695745
2027,"Hong Kong SAR, China",1969,3863900
2028,Honduras,1969,2637513
2029,Croatia,1969,4391490
2030,Haiti,1969,4593669
2031,Hungary,1969,10298723
2032,Indonesia,1969,111758563
2033,Isle of Man,1969,54376
2034,India,1969,543084336
2035,Ireland,1969,2932650
2036,"Iran, Islamic Rep.",1969,27764924
2037,Iraq,1969,9585576
2038,Iceland,1969,203369
2039,Israel,1969,2877000
2040,Italy,1969,53537950
2041,Jamaica,1969,1849662
2042,Jordan,1969,1617428
2043,Japan,1969,103172000
2044,Kazakhstan,1969,12824606
2045,Kenya,1969,10910675
2046,Kyrgyz Republic,1969,2894800
2047,Cambodia,1969,6880623
2048,Kiribati,1969,50267
2049,St. Kitts and Nevis,1969,45534
2050,"Korea, Rep.",1969,31544266
2051,Kuwait,1969,688979
2052,Lao PDR,1969,2620434
2053,Lebanon,1969,2250447
2054,Liberia,1969,1366502
2055,Libya,1969,2043818
2056,St. Lucia,1969,102597
2057,Liechtenstein,1969,20766
2058,Sri Lanka,1969,12214956
2059,Lesotho,1969,1005909
