,Country Name,Year,Count
6048,Aruba,1988,61079
6049,Afghanistan,1988,11618005
6050,Angola,1988,11068050
6051,Albania,1988,3142336
6052,Andorra,1988,50434
6053,United Arab Emirates,1988,1627066
6054,Argentina,1988,31668949
6055,Armenia,1988,3504659
6056,American Samoa,1988,44343
6057,Antigua and Barbuda,1988,61771
6058,Australia,1988,16532200
6059,Austria,1988,7585317
6060,Azerbaijan,1988,7010027
6061,Burundi,1988,5168698
6062,Belgium,1988,9901664
6063,Benin,1988,4672852
6064,Burkina Faso,1988,8356305
6065,Bangladesh,1988,98186350
6066,Bulgaria,1988,8981446
6067,Bahrain,1988,465198
6068,"Bahamas, The",1988,247451
6069,Bosnia and Herzegovina,1988,4509461
6070,Belarus,1988,10140000
6071,Belize,1988,179028
6072,Bermuda,1988,58347
6073,Bolivia,1988,6580312
6074,Brazil,1988,143627503
6075,Barbados,1988,258977
6076,Brunei Darussalam,1988,244404
6077,Bhutan,1988,509540
6078,Botswana,1988,1200067
6079,Central African Republic,1988,2693973
6080,Canada,1988,26791747
6081,Switzerland,1988,6593386
6082,Channel Islands,1988,138245
6083,Chile,1988,12847708
6084,China,1988,1101630000
6085,Cote d'Ivoire,1988,11094748
6086,Cameroon,1988,11075422
6087,"Congo, Dem. Rep.",1988,32443781
6088,"Congo, Rep.",1988,2231465
6089,Colombia,1988,31822525
6090,Comoros,1988,387963
6091,Cabo Verde,1988,325746
6092,Costa Rica,1988,2960929
6093,Caribbean small states,1988,5930179
6094,Cuba,1988,10397511
6095,Curacao,1988,149254
6096,Cayman Islands,1988,22761
6097,Cyprus,1988,736474
6098,Czech Republic,1988,10355276
6099,Germany,1988,78144619
6100,Djibouti,1988,528999
6101,Dominica,1988,71208
6102,Denmark,1988,5129516
6103,Dominican Republic,1988,6863441
6104,Algeria,1988,24443467
6105,Ecuador,1988,9755579
6106,"Egypt, Arab Rep.",1988,53399246
6107,Eritrea,1988,2185605
6108,Spain,1988,38766939
6109,Estonia,1988,1561900
6110,Ethiopia,1988,44757203
6111,Finland,1988,4946481
6112,Fiji,1988,722930
6113,France,1988,57627105
6114,Faroe Islands,1988,46830
6115,"Micronesia, Fed. Sts.",1988,91985
6116,Gabon,1988,898469
6117,United Kingdom,1988,56928327
6118,Georgia,1988,4790700
6119,Ghana,1988,13947042
6120,Gibraltar,1988,29159
6121,Guinea,1988,5982486
6122,"Gambia, The",1988,873444
6123,Guinea-Bissau,1988,933045
6124,Equatorial Guinea,1988,394961
6125,Greece,1988,10036983
6126,Grenada,1988,98120
6127,Greenland,1988,54800
6128,Guatemala,1988,8842575
6129,Guam,1988,124673
6130,Guyana,1988,750639
6131,"Hong Kong SAR, China",1988,5627600
6132,Honduras,1988,4677024
6133,Croatia,1988,4755207
6134,Haiti,1988,6758223
6135,Hungary,1988,10596487
6136,Indonesia,1988,174975954
6137,Isle of Man,1988,67926
6138,India,1988,837468930
6139,Ireland,1988,3524949
6140,"Iran, Islamic Rep.",1988,53077313
6141,Iraq,1988,16612322
6142,Iceland,1988,249740
6143,Israel,1988,4442000
6144,Italy,1988,56629288
6145,Jamaica,1988,2389411
6146,Jordan,1988,3256558
6147,Japan,1988,122613000
6148,Kazakhstan,1988,16206002
6149,Kenya,1988,22153676
6150,Kyrgyz Republic,1988,4218400
6151,Cambodia,1988,8435912
6152,Kiribati,1988,69089
6153,St. Kitts and Nevis,1988,40641
6154,"Korea, Rep.",1988,42031247
6155,Kuwait,1988,2034857
6156,Lao PDR,1988,4020811
6157,Lebanon,1988,2684675
6158,Liberia,1988,2134097
6159,Libya,1988,4220450
6160,St. Lucia,1988,133367
6161,Liechtenstein,1988,28129
6162,Sri Lanka,1988,16878189
6163,Lesotho,1988,1630996
6164,Lithuania,1988,3655049
6165,Luxembourg,1988,373450
6166,Latvia,1988,2653434
6167,"Macao SAR, China",1988,320773
6168,St. Martin (French part),1988,24378
6169,Morocco,1988,23903592
6170,Monaco,1988,29229
6171,Moldova,1988,3660000
6172,Madagascar,1988,10952395
6173,Maldives,1988,209785
6174,Mexico,1988,80788721
6175,Marshall Islands,1988,44083
6176,North Macedonia,1988,1995513
6177,Mali,1988,8171522
6178,Malta,1988,347325
6179,Myanmar,1988,40085651
6180,Montenegro,1988,607413
6181,Mongolia,1988,2089715
6182,Northern Mariana Islands,1988,40288
6183,Mozambique,1988,12758008
6184,Mauritania,1988,1930433
6185,Mauritius,1988,1043239
6186,Malawi,1988,8636690
6187,Malaysia,1988,17022465
6188,Namibia,1988,1336536
6189,New Caledonia,1988,163650
6190,Niger,1988,7548433
6191,Nigeria,1988,90395271
6192,Nicaragua,1988,3995533
6193,Netherlands,1988,14760094
6194,Norway,1988,4209488
6195,Nepal,1988,18020753
6196,Nauru,1988,9062
6197,New Zealand,1988,3283400
6198,Oman,1988,1678110
6199,Pakistan,1988,101389603
6200,Panama,1988,2368551
6201,Peru,1988,21153459
6202,Philippines,1988,58795001
6203,Palau,1988,14402
6204,Papua New Guinea,1988,4399324
6205,Poland,1988,37824487
6206,Puerto Rico,1988,3473898
6207,"Korea, Dem. People’s Rep.",1988,19708323
6208,Portugal,1988,10019610
6209,Paraguay,1988,4001681
6210,Pacific island small states,1988,1650442
6211,French Polynesia,1988,191266
6212,Qatar,1988,443605
6213,Romania,1988,23057662
6214,Russian Federation,1988,146857000
6215,Rwanda,1988,7088191
6216,Saudi Arabia,1988,15070082
6217,Sudan,1988,18867560
6218,Senegal,1988,7086627
