,Country Name,Year,Count
4536,Aruba,1981,60567
4537,Afghanistan,1981,13171673
4538,Angola,1981,8640446
4539,Albania,1981,2726056
4540,Andorra,1981,37500
4541,United Arab Emirates,1981,1096610
4542,Argentina,1981,28338515
4543,Armenia,1981,3148096
4544,American Samoa,1981,33701
4545,Antigua and Barbuda,1981,61800
4546,Australia,1981,14927000
4547,Austria,1981,7568710
4548,Azerbaijan,1981,6249314
4549,Burundi,1981,4266520
4550,Belgium,1981,9858982
4551,Benin,1981,3820128
4552,Burkina Faso,1981,6985160
4553,Bangladesh,1981,81767515
4554,Bulgaria,1981,8891117
4555,Bahrain,1981,374120
4556,"Bahamas, The",1981,215326
4557,Bosnia and Herzegovina,1981,4222471
4558,Belarus,1981,9710000
4559,Belize,1981,147566
4560,Bermuda,1981,55050
4561,Bolivia,1981,5697096
4562,Brazil,1981,123570327
4563,Barbados,1981,253298
4564,Brunei Darussalam,1981,200021
4565,Bhutan,1981,418111
4566,Botswana,1981,930408
4567,Central African Republic,1981,2264442
4568,Canada,1981,24819915
4569,Switzerland,1981,6354074
4570,Channel Islands,1981,128982
4571,Chile,1981,11582014
4572,China,1981,993885000
4573,Cote d'Ivoire,1981,8393691
4574,Cameroon,1981,8888535
4575,"Congo, Dem. Rep.",1981,27040322
4576,"Congo, Rep.",1981,1830632
4577,Colombia,1981,27496617
4578,Comoros,1981,317606
4579,Cabo Verde,1981,288677
4580,Costa Rica,1981,2455588
4581,Caribbean small states,1981,5548512
4582,Cuba,1981,9898889
4583,Curacao,1981,148629
4584,Cayman Islands,1981,16860
4585,Cyprus,1981,689173
4586,Czech Republic,1981,10300591
4587,Germany,1981,78407907
4588,Djibouti,1981,374937
4589,Dominica,1981,75309
4590,Denmark,1981,5121572
4591,Dominican Republic,1981,5935909
4592,Algeria,1981,19824301
4593,Ecuador,1981,8197652
4594,"Egypt, Arab Rep.",1981,44400113
4595,Eritrea,1981,1784561
4596,Spain,1981,37758631
4597,Estonia,1981,1487666
4598,Ethiopia,1981,35984528
4599,Finland,1981,4799964
4600,Fiji,1981,651021
4601,France,1981,55430296
4602,Faroe Islands,1981,43725
4603,"Micronesia, Fed. Sts.",1981,75423
4604,Gabon,1981,744696
4605,United Kingdom,1981,56333829
4606,Georgia,1981,4504500
4607,Ghana,1981,11348289
4608,Gibraltar,1981,29902
4609,Guinea,1981,4969592
4610,"Gambia, The",1981,657579
4611,Guinea-Bissau,1981,793806
4612,Equatorial Guinea,1981,264374
4613,Greece,1981,9729350
4614,Grenada,1981,90607
4615,Greenland,1981,51000
4616,Guatemala,1981,7466488
4617,Guam,1981,106485
4618,Guyana,1981,781732
4619,"Hong Kong SAR, China",1981,5183400
4620,Honduras,1981,3792919
4621,Croatia,1981,4611509
4622,Haiti,1981,5773366
4623,Hungary,1981,10711848
4624,Indonesia,1981,150938232
4625,Isle of Man,1981,63776
4626,India,1981,715384993
4627,Ireland,1981,3453000
4628,"Iran, Islamic Rep.",1981,40199906
4629,Iraq,1981,14044117
4630,Iceland,1981,230755
4631,Israel,1981,3956000
4632,Italy,1981,56501675
4633,Jamaica,1981,2196921
4634,Jordan,1981,2464867
4635,Japan,1981,117648000
4636,Kazakhstan,1981,14958908
4637,Kenya,1981,17063876
4638,Kyrgyz Republic,1981,3685800
4639,Cambodia,1981,6749847
4640,Kiribati,1981,60104
4641,St. Kitts and Nevis,1981,42960
