,Country Name,Year,Count
9316,Aruba,2003,97017
9317,Afghanistan,2003,23680871
9318,Angola,2003,18121479
9319,Albania,2003,3039616
9320,Andorra,2003,73182
9321,United Arab Emirates,2003,3711932
9322,Argentina,2003,38087868
9323,Armenia,2003,3017932
9324,American Samoa,2003,59504
9325,Antigua and Barbuda,2003,79300
9326,Australia,2003,19895400
9327,Austria,2003,8121423
9328,Azerbaijan,2003,8234100
9329,Burundi,2003,6909154
9330,Belgium,2003,10376133
9331,Benin,2003,7520555
9332,Burkina Faso,2003,12654621
9333,Bangladesh,2003,134791603
9334,Bulgaria,2003,7775327
9335,Bahrain,2003,778708
9336,"Bahamas, The",2003,313129
9337,Bosnia and Herzegovina,2003,3762173
9338,Belarus,2003,9796749
9339,Belize,2003,269425
9340,Bermuda,2003,63325
9341,Bolivia,2003,8905823
9342,Brazil,2003,181809246
9343,Barbados,2003,274329
9344,Brunei Darussalam,2003,353293
9345,Bhutan,2003,627839
9346,Botswana,2003,1734398
9347,Central African Republic,2003,3881181
9348,Canada,2003,31644028
9349,Switzerland,2003,7339001
9350,Channel Islands,2003,150068
9351,Chile,2003,15849652
9352,China,2003,1288400000
9353,Cote d'Ivoire,2003,17599610
9354,Cameroon,2003,16800865
9355,"Congo, Dem. Rep.",2003,51425580
9356,"Congo, Rep.",2003,3406922
9357,Colombia,2003,41483869
9358,Comoros,2003,583211
9359,Cabo Verde,2003,449930
9360,Costa Rica,2003,4164053
9361,Caribbean small states,2003,6650971
9362,Cuba,2003,11229183
9363,Curacao,2003,131897
9364,Cayman Islands,2003,46632
9365,Cyprus,2003,993563
9366,Czech Republic,2003,10193998
9367,Germany,2003,82534176
9368,Djibouti,2003,759641
9369,Dominica,2003,70100
9370,Denmark,2003,5390574
9371,Dominican Republic,2003,8850317
9372,Algeria,2003,32264157
9373,Ecuador,2003,13369678
9374,"Egypt, Arab Rep.",2003,72826097
9375,Eritrea,2003,2600973
9376,Spain,2003,42187645
