,Country Name,Year,Count
12159,Aruba,2016,104872
12160,Afghanistan,2016,35383128
12161,Angola,2016,28842484
12162,Albania,2016,2876101
12163,Andorra,2016,77297
12164,United Arab Emirates,2016,9360980
12165,Argentina,2016,43590368
12166,Armenia,2016,2936146
12167,American Samoa,2016,55741
12168,Antigua and Barbuda,2016,94527
12169,Australia,2016,24190907
12170,Austria,2016,8736668
12171,Azerbaijan,2016,9757812
12172,Burundi,2016,10487998
12173,Belgium,2016,11331422
12174,Benin,2016,10872067
12175,Burkina Faso,2016,18646378
12176,Bangladesh,2016,157970840
12177,Bulgaria,2016,7127822
12178,Bahrain,2016,1425791
12179,"Bahamas, The",2016,377931
12180,Bosnia and Herzegovina,2016,3386267
12181,Belarus,2016,9501534
12182,Belize,2016,368400
12183,Bermuda,2016,64555
12184,Bolivia,2016,11031813
12185,Brazil,2016,206163058
12186,Barbados,2016,285796
12187,Brunei Darussalam,2016,419800
12188,Bhutan,2016,736709
12189,Botswana,2016,2159944
12190,Central African Republic,2016,4537687
12191,Canada,2016,36109487
12192,Switzerland,2016,8373338
12193,Channel Islands,2016,166923
12194,Chile,2016,18209068
12195,China,2016,1378665000
12196,Cote d'Ivoire,2016,23822714
12197,Cameroon,2016,23926539
12198,"Congo, Dem. Rep.",2016,78789127
12199,"Congo, Rep.",2016,4980999
12200,Colombia,2016,48171392
12201,Comoros,2016,795592
12202,Cabo Verde,2016,531146
12203,Costa Rica,2016,4899345
12204,Caribbean small states,2016,7269386
12205,Cuba,2016,11335109
12206,Curacao,2016,159664
12207,Cayman Islands,2016,62569
12208,Cyprus,2016,1170187
12209,Czech Republic,2016,10566332
12210,Germany,2016,82348669
12211,Djibouti,2016,929112
12212,Dominica,2016,71307
12213,Denmark,2016,5728010
12214,Dominican Republic,2016,10397743
12215,Algeria,2016,40551404
12216,Ecuador,2016,16491115
12217,"Egypt, Arab Rep.",2016,94447072
12218,Spain,2016,46483569
12219,Estonia,2016,1315790
12220,Ethiopia,2016,103603501
12221,Finland,2016,5495303
12222,Fiji,2016,872399
12223,France,2016,66859768
12224,Faroe Islands,2016,48173
12225,"Micronesia, Fed. Sts.",2016,110215
12226,Gabon,2016,2007873
12227,United Kingdom,2016,65595565
12228,Georgia,2016,3727505
12229,Ghana,2016,28481946
12230,Gibraltar,2016,33737
12231,Guinea,2016,11738441
12232,"Gambia, The",2016,2149139
12233,Guinea-Bissau,2016,1782437
12234,Equatorial Guinea,2016,1215179
12235,Greece,2016,10775971
12236,Grenada,2016,110261
12237,Greenland,2016,56186
12238,Guatemala,2016,16583060
12239,Guam,2016,162951
12240,Guyana,2016,771366
12241,"Hong Kong SAR, China",2016,7336600
12242,Honduras,2016,9270795
12243,Croatia,2016,4174349
12244,Haiti,2016,10839970
12245,Hungary,2016,9814023
12246,Indonesia,2016,261554226
12247,Isle of Man,2016,83287
12248,India,2016,1324509589
12249,Ireland,2016,4755335
12250,"Iran, Islamic Rep.",2016,79564016
12251,Iraq,2016,36610632
12252,Iceland,2016,335439
12253,Israel,2016,8546000
12254,Italy,2016,60627498
12255,Jamaica,2016,2906238
12256,Jordan,2016,9551467
12257,Japan,2016,126994511
12258,Kazakhstan,2016,17794055
12259,Kenya,2016,49051686
12260,Kyrgyz Republic,2016,6079500
12261,Cambodia,2016,15766293
12262,Kiribati,2016,112524
12263,St. Kitts and Nevis,2016,51625
12264,"Korea, Rep.",2016,51245707
12265,Kuwait,2016,3956873
12266,Lao PDR,2016,6845846
12267,Lebanon,2016,6711121
12268,Liberia,2016,4586788
12269,Libya,2016,6492164
12270,St. Lucia,2016,180024
12271,Liechtenstein,2016,37658
12272,Sri Lanka,2016,21203000
12273,Lesotho,2016,2075001
12274,Lithuania,2016,2868231
12275,Luxembourg,2016,582014
12276,Latvia,2016,1959537
12277,"Macao SAR, China",2016,612836
12278,St. Martin (French part),2016,36065
12279,Morocco,2016,35126296
12280,Monaco,2016,38070
12281,Moldova,2016,3551954
12282,Madagascar,2016,24894380
12283,Maldives,2016,475513
12284,Mexico,2016,123333376
12285,Marshall Islands,2016,57735
12286,North Macedonia,2016,2080745
12287,Mali,2016,17965429
12288,Malta,2016,455356
12289,Myanmar,2016,53045226
12290,Montenegro,2016,622303
12291,Mongolia,2016,3056359
12292,Northern Mariana Islands,2016,56188
12293,Mozambique,2016,27829942
12294,Mauritania,2016,4163534
12295,Mauritius,2016,1263473
12296,Malawi,2016,17205289
12297,Malaysia,2016,30684804
12298,Namibia,2016,2358041
12299,New Caledonia,2016,276550
12300,Niger,2016,20788838
12301,Nigeria,2016,185960289
12302,Nicaragua,2016,6303974
12303,Netherlands,2016,17030314
12304,Norway,2016,5234519
12305,Nepal,2016,27261131
12306,Nauru,2016,13049
12307,New Zealand,2016,4693200
12308,Oman,2016,4479219
12309,Pakistan,2016,203627284
12310,Panama,2016,4037078
12311,Peru,2016,30926032
12312,Philippines,2016,103663927
12313,Palau,2016,17725
12314,Papua New Guinea,2016,8271760
12315,Poland,2016,37970087
12316,Puerto Rico,2016,3406495
12317,"Korea, Dem. People’s Rep.",2016,25307744
12318,Portugal,2016,10325452
12319,Paraguay,2016,6777872
12320,West Bank and Gaza,2016,4367088
12321,Pacific island small states,2016,2388307
12322,French Polynesia,2016,274575
12323,Qatar,2016,2654374
12324,Romania,2016,19702332
12325,Russian Federation,2016,144342396
12326,Rwanda,2016,11668818
12327,Saudi Arabia,2016,32442572
12328,Sudan,2016,39847440
12329,Senegal,2016,14993528
12330,Singapore,2016,5607283
12331,Solomon Islands,2016,619437
12332,Sierra Leone,2016,7328838
12333,El Salvador,2016,6356143
12334,San Marino,2016,33504
12335,Somalia,2016,14185613
12336,Serbia,2016,7058322
12337,South Sudan,2016,10832512
12338,Sao Tome and Principe,2016,203227
12339,Suriname,2016,564888
12340,Slovak Republic,2016,5430798
12341,Slovenia,2016,2065042
12342,Sweden,2016,9923085
12343,Eswatini,2016,1113984
12344,Sint Maarten (Dutch part),2016,39969
12345,Seychelles,2016,94677
12346,Syrian Arab Republic,2016,17453933
12347,Turks and Caicos Islands,2016,36559
12348,Chad,2016,14561666
12349,Togo,2016,7509952
12350,Thailand,2016,68971331
12351,Tajikistan,2016,8663579
12352,Turkmenistan,2016,5662372
12353,Timor-Leste,2016,1219288
12354,Tonga,2016,101133
12355,Trinidad and Tobago,2016,1377564
12356,Tunisia,2016,11303946
12357,Turkey,2016,79821724
12358,Tuvalu,2016,11225
12359,Tanzania,2016,53050790
12360,Uganda,2016,39647506
12361,Ukraine,2016,45004645
12362,Uruguay,2016,3424132
12363,United States,2016,323071342
12364,Uzbekistan,2016,31847900
12365,St. Vincent and the Grenadines,2016,109459
12366,"Venezuela, RB",2016,29846179
12367,British Virgin Islands,2016,29355
12368,Virgin Islands (U.S.),2016,107510
12369,Vietnam,2016,93638724
12370,Vanuatu,2016,278330
12371,Samoa,2016,194535
12372,Kosovo,2016,1816200
12373,"Yemen, Rep.",2016,27168210
12374,South Africa,2016,56203654
12375,Zambia,2016,16363507
12376,Zimbabwe,2016,14030390
