,Country Name,Year,Count
6264,Aruba,1989,61032
6265,Afghanistan,1989,11868877
6266,Angola,1989,11454777
6267,Albania,1989,3227943
6268,Andorra,1989,52448
6269,United Arab Emirates,1989,1725681
6270,Argentina,1989,32148134
6271,Armenia,1989,3536474
6272,American Samoa,1989,45894
6273,Antigua and Barbuda,1989,62008
6274,Australia,1989,16814400
6275,Austria,1989,7619567
6276,Azerbaijan,1989,7126881
6277,Burundi,1989,5307069
6278,Belgium,1989,9937697
6279,Benin,1989,4820016
6280,Burkina Faso,1989,8579823
6281,Bangladesh,1989,100695497
6282,Bulgaria,1989,8876972
6283,Bahrain,1989,481087
6284,"Bahamas, The",1989,251733
6285,Bosnia and Herzegovina,1989,4507824
6286,Belarus,1989,10170000
6287,Belize,1989,183469
6288,Bermuda,1989,58841
6289,Bolivia,1989,6721115
6290,Brazil,1989,146328304
6291,Barbados,1989,259957
6292,Brunei Darussalam,1989,251458
6293,Bhutan,1989,522179
6294,Botswana,1989,1244484
6295,Central African Republic,1989,2745734
6296,Canada,1989,27276781
6297,Switzerland,1989,6646912
6298,Channel Islands,1989,139573
6299,Chile,1989,13058758
6300,China,1989,1118650000
6301,Cote d'Ivoire,1989,11502449
6302,Cameroon,1989,11425800
6303,"Congo, Dem. Rep.",1989,33464765
6304,"Congo, Rep.",1989,2293166
6305,Colombia,1989,32457499
6306,Comoros,1989,399632
6307,Cabo Verde,1989,331179
6308,Costa Rica,1989,3039013
6309,Caribbean small states,1989,5967018
6310,Cuba,1989,10503972
6311,Curacao,1989,146937
6312,Cayman Islands,1989,24039
6313,Cyprus,1989,751047
6314,Czech Republic,1989,10361068
6315,Germany,1989,78751283
6316,Djibouti,1989,563864
6317,Dominica,1989,70723
6318,Denmark,1989,5132594
6319,Dominican Republic,1989,6997888
6320,Algeria,1989,25106190
6321,Ecuador,1989,9991870
6322,"Egypt, Arab Rep.",1989,54788685
6323,Eritrea,1989,2231141
6324,Spain,1989,38827764
6325,Estonia,1989,1568131
6326,Ethiopia,1989,46272299
6327,Finland,1989,4964371
6328,Fiji,1989,724594
6329,France,1989,57940212
6330,Faroe Islands,1989,47166
6331,"Micronesia, Fed. Sts.",1989,94057
6332,Gabon,1989,923711
6333,United Kingdom,1989,57076711
6334,Georgia,1989,4803300
6335,Ghana,1989,14353410
6336,Gibraltar,1989,29187
6337,Guinea,1989,6167475
6338,"Gambia, The",1989,915635
6339,Guinea-Bissau,1989,953790
6340,Equatorial Guinea,1989,406620
6341,Greece,1989,10089498
6342,Grenada,1989,96924
6343,Greenland,1989,55300
6344,Guatemala,1989,9050465
6345,Guam,1989,127522
6346,Guyana,1989,745585
6347,"Hong Kong SAR, China",1989,5686200
6348,Honduras,1989,4814702
6349,Croatia,1989,4767260
6350,Haiti,1989,6897755
6351,Hungary,1989,10481719
6352,Indonesia,1989,178209150
6353,Isle of Man,1989,69267
6354,India,1989,855334678
6355,Ireland,1989,3511009
6356,"Iran, Islamic Rep.",1989,54822003
6357,Iraq,1989,16994948
6358,Iceland,1989,252852
6359,Israel,1989,4518000
6360,Italy,1989,56671781
6361,Jamaica,1989,2403464
6362,Jordan,1989,3399330
6363,Japan,1989,123116000
6364,Kazakhstan,1989,16249500
6365,Kenya,1989,22935092
6366,Kyrgyz Republic,1989,4307500
6367,Cambodia,1989,8691334
6368,Kiribati,1989,70853
6369,St. Kitts and Nevis,1989,40354
6370,"Korea, Rep.",1989,42449038
6371,Kuwait,1989,2092777
6372,Lao PDR,1989,4138845
6373,Lebanon,1989,2726440
6374,Liberia,1989,2106431
6375,Libya,1989,4328939
6376,St. Lucia,1989,135788
6377,Liechtenstein,1989,28449
6378,Sri Lanka,1989,17106753
6379,Lesotho,1989,1666563
6380,Lithuania,1989,3684255
6381,Luxembourg,1989,377100
6382,Latvia,1989,2666955
6383,"Macao SAR, China",1989,332783
6384,St. Martin (French part),1989,28722
6385,Morocco,1989,24355619
6386,Monaco,1989,29305
6387,Moldova,1989,3681000
6388,Madagascar,1989,11268658
6389,Maldives,1989,216510
6390,Mexico,1989,82368931
6391,Marshall Islands,1989,45820
6392,North Macedonia,1989,1996870
6393,Mali,1989,8296915
6394,Malta,1989,350722
6395,Myanmar,1989,40731426
6396,Montenegro,1989,606571
6397,Mongolia,1989,2141011
6398,Northern Mariana Islands,1989,43540
6399,Mozambique,1989,12805946
6400,Mauritania,1989,1981899
6401,Mauritius,1989,1051260
6402,Malawi,1989,9075572
6403,Malaysia,1989,17528961
6404,Namibia,1989,1386010
