,Country Name,Year,Count
12377,Aruba,2017,105366
12378,Afghanistan,2017,36296400
12379,Angola,2017,29816748
12380,Albania,2017,2873457
12381,Andorra,2017,77001
12382,United Arab Emirates,2017,9487203
12383,Argentina,2017,44044811
12384,Armenia,2017,2944809
12385,American Samoa,2017,55620
12386,Antigua and Barbuda,2017,95426
12387,Australia,2017,24601860
12388,Austria,2017,8797566
12389,Azerbaijan,2017,9854033
12390,Burundi,2017,10827024
12391,Belgium,2017,11375158
12392,Benin,2017,11175204
12393,Burkina Faso,2017,19193284
12394,Bangladesh,2017,159670593
12395,Bulgaria,2017,7075947
12396,Bahrain,2017,1494074
12397,"Bahamas, The",2017,381761
12398,Bosnia and Herzegovina,2017,3351527
12399,Belarus,2017,9498264
12400,Belize,2017,375769
12401,Bermuda,2017,63874
12402,Bolivia,2017,11192854
12403,Brazil,2017,207833831
12404,Barbados,2017,286233
12405,Brunei Darussalam,2017,424473
12406,Bhutan,2017,745568
12407,Botswana,2017,2205128
12408,Central African Republic,2017,4596028
12409,Canada,2017,36540268
12410,Switzerland,2017,8451840
12411,Channel Islands,2017,168665
12412,Chile,2017,18470439
12413,China,2017,1386395000
12414,Cote d'Ivoire,2017,24437469
12415,Cameroon,2017,24566045
12416,"Congo, Dem. Rep.",2017,81398764
12417,"Congo, Rep.",2017,5110702
12418,Colombia,2017,48901066
12419,Comoros,2017,813892
12420,Cabo Verde,2017,537497
12421,Costa Rica,2017,4949954
12422,Caribbean small states,2017,7314990
12423,Cuba,2017,11339259
12424,Curacao,2017,160175
12425,Cayman Islands,2017,63382
12426,Cyprus,2017,1179680
12427,Czech Republic,2017,10594438
12428,Germany,2017,82657002
12429,Djibouti,2017,944097
12430,Dominica,2017,71458
12431,Denmark,2017,5764980
12432,Dominican Republic,2017,10513131
12433,Algeria,2017,41389198
12434,Ecuador,2017,16785361
12435,"Egypt, Arab Rep.",2017,96442593
12436,Spain,2017,46593236
12437,Estonia,2017,1317384
12438,Ethiopia,2017,106400024
12439,Finland,2017,5508214
12440,Fiji,2017,877459
12441,France,2017,66865144
12442,Faroe Islands,2017,48331
12443,"Micronesia, Fed. Sts.",2017,111459
12444,Gabon,2017,2064823
12445,United Kingdom,2017,66058859
12446,Georgia,2017,3728004
12447,Ghana,2017,29121471
12448,Gibraltar,2017,33728
12449,Guinea,2017,12067539
12450,"Gambia, The",2017,2213894
12451,Guinea-Bissau,2017,1828146
12452,Equatorial Guinea,2017,1262001
12453,Greece,2017,10754679
12454,Grenada,2017,110874
12455,Greenland,2017,56171
12456,Guatemala,2017,16914936
12457,Guam,2017,164281
12458,Guyana,2017,775221
12459,"Hong Kong SAR, China",2017,7391700
12460,Honduras,2017,9429013
12461,Croatia,2017,4124531
12462,Haiti,2017,10982366
12463,Hungary,2017,9787966
12464,Indonesia,2017,264645886
12465,Isle of Man,2017,83598
12466,India,2017,1338658835
12467,Ireland,2017,4807388
12468,"Iran, Islamic Rep.",2017,80673951
12469,Iraq,2017,37552781
12470,Iceland,2017,343400
12471,Israel,2017,8713300
12472,Italy,2017,60536709
12473,Jamaica,2017,2920853
12474,Jordan,2017,9779173
12475,Japan,2017,126785797
12476,Kazakhstan,2017,18037776
12477,Kenya,2017,50221473
12478,Kyrgyz Republic,2017,6198200
12479,Cambodia,2017,16009414
12480,Kiribati,2017,114158
12481,St. Kitts and Nevis,2017,52045
12482,"Korea, Rep.",2017,51466201
12483,Kuwait,2017,4056097
12484,Lao PDR,2017,6953035
12485,Lebanon,2017,6811873
12486,Liberia,2017,4702228
12487,Libya,2017,6580724
12488,St. Lucia,2017,180955
12489,Liechtenstein,2017,37800
12490,Sri Lanka,2017,21444000
12491,Lesotho,2017,2091412
12492,Lithuania,2017,2828403
12493,Luxembourg,2017,596336
12494,Latvia,2017,1942248
12495,"Macao SAR, China",2017,622585
12496,St. Martin (French part),2017,36560
12497,Morocco,2017,35581294
12498,Monaco,2017,38392
12499,Moldova,2017,3549196
12500,Madagascar,2017,25570540
12501,Maldives,2017,496402
12502,Mexico,2017,124777324
12503,Marshall Islands,2017,58058
12504,North Macedonia,2017,2081996
12505,Mali,2017,18512394
12506,Malta,2017,467999
12507,Myanmar,2017,53382581
12508,Montenegro,2017,622373
12509,Mongolia,2017,3113779
12510,Northern Mariana Islands,2017,56562
12511,Mozambique,2017,28649007
12512,Mauritania,2017,4282574
12513,Mauritius,2017,1264613
12514,Malawi,2017,17670260
12515,Malaysia,2017,31105028
12516,Namibia,2017,2402603
12517,New Caledonia,2017,280350
12518,Niger,2017,21602472
12519,Nigeria,2017,190873311
12520,Nicaragua,2017,6384855
12521,Netherlands,2017,17131296
12522,Norway,2017,5276968
12523,Nepal,2017,27627124
12524,Nauru,2017,12876
12525,New Zealand,2017,4793900
12526,Oman,2017,4665935
12527,Pakistan,2017,207896686
12528,Panama,2017,4106771
12529,Peru,2017,31444297
12530,Philippines,2017,105173264
12531,Palau,2017,17808
12532,Papua New Guinea,2017,8438029
12533,Poland,2017,37974826
12534,Puerto Rico,2017,3325001
12535,"Korea, Dem. People’s Rep.",2017,25429985
12536,Portugal,2017,10300300
12537,Paraguay,2017,6867062
12538,West Bank and Gaza,2017,4454805
12539,Pacific island small states,2017,2422086
12540,French Polynesia,2017,276103
12541,Qatar,2017,2724724
12542,Romania,2017,19587491
12543,Russian Federation,2017,144496740
12544,Rwanda,2017,11980937
12545,Saudi Arabia,2017,33099147
12546,Sudan,2017,40813396
12547,Senegal,2017,15419381
12548,Singapore,2017,5612253
12549,Solomon Islands,2017,636038
12550,Sierra Leone,2017,7488431
12551,El Salvador,2017,6388122
12552,San Marino,2017,33671
12553,Somalia,2017,14589119
12554,Serbia,2017,7020858
12555,South Sudan,2017,10910759
12556,Sao Tome and Principe,2017,207089
12557,Suriname,2017,570496
12558,Slovak Republic,2017,5439232
12559,Slovenia,2017,2066388
12560,Sweden,2017,10057698
12561,Eswatini,2017,1124753
12562,Sint Maarten (Dutch part),2017,40574
12563,Seychelles,2017,95843
12564,Syrian Arab Republic,2017,17068002
12565,Turks and Caicos Islands,2017,37115
12566,Chad,2017,15016773
12567,Togo,2017,7698475
12568,Thailand,2017,69209858
12569,Tajikistan,2017,8880268
12570,Turkmenistan,2017,5757669
12571,Timor-Leste,2017,1243261
12572,Tonga,2017,101998
12573,Trinidad and Tobago,2017,1384072
12574,Tunisia,2017,11433443
12575,Turkey,2017,81101892
12576,Tuvalu,2017,11370
12577,Tanzania,2017,54663906
12578,Uganda,2017,41162465
12579,Ukraine,2017,44831135
12580,Uruguay,2017,3436646
12581,United States,2017,325147121
12582,Uzbekistan,2017,32388600
12583,St. Vincent and the Grenadines,2017,109827
12584,"Venezuela, RB",2017,29390409
12585,British Virgin Islands,2017,29577
12586,Virgin Islands (U.S.),2017,107268
12587,Vietnam,2017,94596642
12588,Vanuatu,2017,285510
12589,Samoa,2017,195352
12590,Kosovo,2017,1830700
12591,"Yemen, Rep.",2017,27834821
12592,South Africa,2017,57000451
12593,Zambia,2017,16853688
12594,Zimbabwe,2017,14236745
