,Country Name,Year,Count
8003,Aruba,1997,85451
8004,Afghanistan,1997,19357126
8005,Angola,1997,14871570
8006,Albania,1997,3148281
8007,Andorra,1997,64327
8008,United Arab Emirates,1997,2671362
8009,Argentina,1997,35657429
8010,Armenia,1997,3133089
8011,American Samoa,1997,55221
8012,Antigua and Barbuda,1997,71704
8013,Australia,1997,18517000
8014,Austria,1997,7968041
8015,Azerbaijan,1997,7838250
8016,Burundi,1997,6122130
8017,Belgium,1997,10181245
8018,Benin,1997,6281639
8019,Burkina Faso,1997,10665546
8020,Bangladesh,1997,120160564
8021,Bulgaria,1997,8312068
8022,Bahrain,1997,594931
8023,"Bahamas, The",1997,287358
8024,Bosnia and Herzegovina,1997,3736070
8025,Belarus,1997,10117000
8026,Belize,1997,221580
8027,Bermuda,1997,60497
8028,Bolivia,1997,7937458
8029,Brazil,1997,167209040
8030,Barbados,1997,268187
8031,Brunei Darussalam,1997,311958
8032,Bhutan,1997,551709
8033,Botswana,1997,1540425
8034,Central African Republic,1997,3392436
8035,Canada,1997,29905948
8036,Switzerland,1997,7088906
8037,Channel Islands,1997,145373
8038,Chile,1997,14786220
8039,China,1997,1230075000
8040,Cote d'Ivoire,1997,15130663
8041,Cameroon,1997,14344449
8042,"Congo, Dem. Rep.",1997,43827180
8043,"Congo, Rep.",1997,2867280
8044,Colombia,1997,37723800
8045,Comoros,1997,501953
8046,Cabo Verde,1997,404259
8047,Costa Rica,1997,3718949
8048,Caribbean small states,1997,6378552
8049,Cuba,1997,10989732
8050,Curacao,1997,146956
8051,Cayman Islands,1997,36156
8052,Cyprus,1997,891190
8053,Czech Republic,1997,10304131
8054,Germany,1997,82034771
8055,Djibouti,1997,660863
8056,Dominica,1997,70599
8057,Denmark,1997,5284991
8058,Dominican Republic,1997,8084407
8059,Algeria,1997,29742979
8060,Ecuador,1997,11951452
8061,"Egypt, Arab Rep.",1997,64892270
8062,Eritrea,1997,2195179
8063,Spain,1997,40057389
8064,Estonia,1997,1399535
8065,Ethiopia,1997,60697443
8066,Finland,1997,5139835
8067,Fiji,1997,792736
8068,France,1997,59964851
8069,Faroe Islands,1997,45796
8070,"Micronesia, Fed. Sts.",1997,108480
8071,Gabon,1997,1141338
8072,United Kingdom,1997,58316954
8073,Georgia,1997,4349913
8074,Ghana,1997,17908985
8075,Gibraltar,1997,29408
8076,Guinea,1997,7662075
8077,"Gambia, The",1997,1200526
8078,Guinea-Bissau,1997,1132510
8079,Equatorial Guinea,1997,536460
8080,Greece,1997,10661259
8081,Grenada,1997,101567
8082,Greenland,1997,56000
8083,Guatemala,1997,10887634
8084,Guam,1997,150303
8085,Guyana,1997,757970
8086,"Hong Kong SAR, China",1997,6489300
8087,Honduras,1997,6045699
8088,Croatia,1997,4534920
8089,Haiti,1997,8030726
8090,Hungary,1997,10290486
8091,Indonesia,1997,202826446
8092,Isle of Man,1997,73850
8093,India,1997,1000900030
8094,Ireland,1997,3674171
8095,"Iran, Islamic Rep.",1997,63136312
8096,Iraq,1997,21439574
8097,Iceland,1997,271128
8098,Israel,1997,5836000
8099,Italy,1997,56890372
8100,Jamaica,1997,2583916
8101,Jordan,1997,4848541
8102,Japan,1997,126057000
8103,Kazakhstan,1997,15333703
8104,Kenya,1997,29415659
8105,Kyrgyz Republic,1997,4696400
8106,Cambodia,1997,11298600
8107,Kiribati,1997,80187
8108,St. Kitts and Nevis,1997,42854
8109,"Korea, Rep.",1997,45953580
8110,Kuwait,1997,1710256
8111,Lao PDR,1997,5050315
8112,Lebanon,1997,3658424
8113,Liberia,1997,2326202
8114,Libya,1997,5118007
8115,St. Lucia,1997,150913
8116,Liechtenstein,1997,31830
8117,Sri Lanka,1997,18470900
8118,Lesotho,1997,1968044
8119,Lithuania,1997,3575137
8120,Luxembourg,1997,419450
8121,Latvia,1997,2432851
8122,"Macao SAR, China",1997,401352
8123,St. Martin (French part),1997,26909
8124,Morocco,1997,27754571
8125,Monaco,1997,31280
8126,Moldova,1997,3654208
8127,Madagascar,1997,14347854
8128,Maldives,1997,263842
8129,Mexico,1997,94611002
8130,Marshall Islands,1997,50450
8131,North Macedonia,1997,1999598
8132,Mali,1997,10094368
8133,Malta,1997,382791
8134,Myanmar,1997,45027233
8135,Montenegro,1997,609520
8136,Mongolia,1997,2335734
8137,Northern Mariana Islands,1997,50056
8138,Mozambique,1997,16397183
8139,Mauritania,1997,2433563
8140,Mauritius,1997,1148284
8141,Malawi,1997,10264906
8142,Malaysia,1997,21562793
8143,Namibia,1997,1698032
8144,New Caledonia,1997,201418
8145,Niger,1997,10178201
8146,Nigeria,1997,113457663
8147,Nicaragua,1997,4827661
8148,Netherlands,1997,15610650
8149,Norway,1997,4405157
8150,Nepal,1997,22584775
8151,Nauru,1997,10647
8152,New Zealand,1997,3781300
8153,Oman,1997,2249762
8154,Pakistan,1997,131057431
8155,Panama,1997,2853913
8156,Peru,1997,25210954
8157,Philippines,1997,73030884
8158,Palau,1997,18014
8159,Papua New Guinea,1997,5446641
8160,Poland,1997,38649660
8161,Puerto Rico,1997,3759430
8162,"Korea, Dem. People’s Rep.",1997,22335267
8163,Portugal,1997,10108977
8164,Paraguay,1997,4998100
8165,West Bank and Gaza,1997,2706518
8166,Pacific island small states,1997,1893444
8167,French Polynesia,1997,226866
8168,Qatar,1997,535321
8169,Romania,1997,22553978
8170,Russian Federation,1997,147915307
8171,Rwanda,1997,6419901
8172,Saudi Arabia,1997,19407142
8173,Sudan,1997,25413917
8174,Senegal,1997,9130877
8175,Singapore,1997,3796038
8176,Solomon Islands,1997,379999
8177,Sierra Leone,1997,4335301
8178,El Salvador,1997,5746284
8179,San Marino,1997,26562
8180,Somalia,1997,7936127
8181,Serbia,1997,7596501
8182,South Sudan,1997,5411655
8183,Sao Tome and Principe,1997,135832
8184,Suriname,1997,454161
8185,Slovak Republic,1997,5383291
8186,Slovenia,1997,1985956
8187,Sweden,1997,8846062
8188,Eswatini,1997,963426
8189,Seychelles,1997,77319
8190,Syrian Arab Republic,1997,15175316
8191,Turks and Caicos Islands,1997,17567
8192,Chad,1997,7503493
8193,Togo,1997,4485951
8194,Thailand,1997,60846582
8195,Tajikistan,1997,5938405
8196,Turkmenistan,1997,4355116
8197,Timor-Leste,1997,861866
8198,Tonga,1997,96619
8199,Trinidad and Tobago,1997,1259848
8200,Tunisia,1997,9395123
8201,Turkey,1997,60372568
8202,Tuvalu,1997,9323
8203,Tanzania,1997,31192857
8204,Uganda,1997,21655398
8205,Ukraine,1997,50594105
8206,Uruguay,1997,3270164
8207,United States,1997,272657000
8208,Uzbekistan,1997,23667000
8209,St. Vincent and the Grenadines,1997,107895
8210,"Venezuela, RB",1997,22837743
8211,British Virgin Islands,1997,19665
8212,Virgin Islands (U.S.),1997,108357
8213,Vietnam,1997,77133214
8214,Vanuatu,1997,174921
8215,Samoa,1997,172068
8216,Kosovo,1997,2086000
8217,"Yemen, Rep.",1997,15975668
8218,South Africa,1997,42987461
8219,Zambia,1997,9597609
8220,Zimbabwe,1997,11653242
