,Country Name,Year,Count
8659,Aruba,2000,90853
8660,Afghanistan,2000,20779953
8661,Angola,2000,16395473
8662,Albania,2000,3089027
8663,Andorra,2000,65390
8664,United Arab Emirates,2000,3134062
8665,Argentina,2000,36870787
8666,Armenia,2000,3069591
8667,American Samoa,2000,57821
8668,Antigua and Barbuda,2000,76016
8669,Australia,2000,19153000
8670,Austria,2000,8011566
8671,Azerbaijan,2000,8048600
8672,Burundi,2000,6378871
8673,Belgium,2000,10251250
8674,Benin,2000,6865951
8675,Burkina Faso,2000,11607942
8676,Bangladesh,2000,127657854
8677,Bulgaria,2000,8170172
8678,Bahrain,2000,664611
8679,"Bahamas, The",2000,298051
8680,Bosnia and Herzegovina,2000,3751176
8681,Belarus,2000,9979610
8682,Belize,2000,247315
8683,Bermuda,2000,61833
8684,Bolivia,2000,8418264
8685,Brazil,2000,174790340
8686,Barbados,2000,271515
8687,Brunei Darussalam,2000,333165
8688,Bhutan,2000,591021
8689,Botswana,2000,1643334
8690,Central African Republic,2000,3640427
8691,Canada,2000,30685730
8692,Switzerland,2000,7184250
8693,Channel Islands,2000,148443
8694,Chile,2000,15342353
8695,China,2000,1262645000
8696,Cote d'Ivoire,2000,16454668
8697,Cameroon,2000,15513945
8698,"Congo, Dem. Rep.",2000,47105826
8699,"Congo, Rep.",2000,3127411
8700,Colombia,2000,39629968
8701,Comoros,2000,542357
8702,Cabo Verde,2000,428188
8703,Costa Rica,2000,3962372
8704,Caribbean small states,2000,6513485
8705,Cuba,2000,11126430
8706,Curacao,2000,133860
8707,Cayman Islands,2000,42303
8708,Cyprus,2000,943290
8709,Czech Republic,2000,10255063
8710,Germany,2000,82211508
8711,Djibouti,2000,717584
8712,Dominica,2000,69650
8713,Denmark,2000,5339616
8714,Dominican Republic,2000,8471321
8715,Algeria,2000,31042235
8716,Ecuador,2000,12681123
8717,"Egypt, Arab Rep.",2000,68831561
8718,Eritrea,2000,2292416
8719,Spain,2000,40567864
