,Country Name,Country Code,year,GDP_USD,GDP_per_capita_USD
7182,Aruba,ABW,1987,487709497.2,7886.889893
7183,Africa Eastern and Southern,AFE,1987,186145000000.0,666.7441266
7184,Afghanistan,AFG,1987,,
7185,Africa Western and Central,AFW,1987,110322000000.0,584.1192734
7186,Angola,AGO,1987,8083872012.0,756.2620653
7187,Albania,ALB,1987,2080796250.0,674.7933831
7188,Andorra,AND,1987,611316399.4,12615.12618
7189,Arab World,ARB,1987,440608000000.0,2169.576045
7190,United Arab Emirates,ARE,1987,36384908744.0,23726.30705
7191,Argentina,ARG,1987,111106000000.0,3562.876059
7192,Armenia,ARM,1987,,
7193,American Samoa,ASM,1987,,
7194,Antigua and Barbuda,ATG,1987,337174861.9,5463.595383
7195,Australia,AUS,1987,189400000000.0,11645.45259
7196,Austria,AUT,1987,124168000000.0,16392.76952
7197,Azerbaijan,AZE,1987,,
7198,Burundi,BDI,1987,1131466494.0,225.0714758
7199,Belgium,BEL,1987,149394000000.0,15135.85231
7200,Benin,BEN,1987,1562412030.0,344.5031468
7201,Burkina Faso,BFA,1987,2369834650.0,291.1316167
7202,Bangladesh,BGD,1987,24298032258.0,253.9744737
7203,Bulgaria,BGR,1987,28101000000.0,3132.30136
7204,Bahrain,BHR,1987,3392021011.0,7554.932192
7205,"Bahamas, The",BHS,1987,2713999900.0,11156.55725
7206,Bosnia and Herzegovina,BIH,1987,,
7207,Belarus,BLR,1987,,
7208,Belize,BLZ,1987,281082558.6,1612.331335
7209,Bermuda,BMU,1987,1296499968.0,22411.79567
7210,Bolivia,BOL,1987,4347956338.0,674.8525705
7211,Brazil,BRA,1987,237518000000.0,1685.82069
7212,Barbados,BRB,1987,1704370308.0,6605.779219
7213,Brunei Darussalam,BRN,1987,2754463438.0,11594.56754
7214,Bhutan,BTN,1987,242770861.6,491.1278109
7215,Botswana,BWA,1987,1965274882.0,1701.678133
7216,Central African Republic,CAF,1987,1200991826.0,453.7462185
7217,Canada,CAN,1987,431317000000.0,16308.96697
7218,Central Europe and the Baltics,CEB,1987,,
7219,Switzerland,CHE,1987,199404000000.0,30466.10902
7220,Channel Islands,CHI,1987,,
7221,Chile,CHL,1987,22255407685.0,1760.306398
7222,China,CHN,1987,272973000000.0,251.811957
7223,Cote d'Ivoire,CIV,1987,10087653189.0,942.9310075
