,Country Name,Country Code,year,GDP_USD,GDP_per_capita_USD
6118,Aruba,ABW,1983,,
6119,Africa Eastern and Southern,AFE,1983,174918000000.0,704.8988953
6120,Afghanistan,AFG,1983,,
6121,Africa Western and Central,AFW,1983,138115000000.0,815.9007357
6122,Angola,AGO,1983,5784341596.0,623.4400473
6123,Albania,ALB,1983,,
6124,Andorra,AND,1983,327861832.9,8025.207641
6125,Arab World,ARB,1983,418464000000.0,2318.281359
6126,United Arab Emirates,ARE,1983,42803323345.0,34843.15963
6127,Argentina,ARG,1983,103979000000.0,3553.377509
6128,Armenia,ARM,1983,,
6129,American Samoa,ASM,1983,,
6130,Antigua and Barbuda,ATG,1983,182144093.0,2948.317275
6131,Australia,AUS,1983,177334000000.0,11538.39842
6132,Austria,AUT,1983,72121016547.0,9537.40742
6133,Azerbaijan,AZE,1983,,
6134,Burundi,BDI,1983,1082926304.0,240.7817032
6135,Belgium,BEL,1983,87184239053.0,8846.234298
6136,Benin,BEN,1983,1095348303.0,271.1298442
6137,Burkina Faso,BFA,1983,1600278756.0,217.9946024
6138,Bangladesh,BGD,1983,17609048822.0,204.4176901
6139,Bulgaria,BGR,1983,16563666667.0,1852.813434
6140,Bahrain,BHR,1983,3735106383.0,9421.356947
6141,"Bahamas, The",BHS,1983,1732800000.0,7698.083032
6142,Bosnia and Herzegovina,BIH,1983,,
6143,Belarus,BLR,1983,,
6144,Belize,BLZ,1983,192103186.0,1232.853202
6145,Bermuda,BMU,1983,889400000.0,15902.02038
6146,Bolivia,BOL,1983,5422656266.0,914.0111411
6147,Brazil,BRA,1983,189657000000.0,1465.108092
6148,Barbados,BRB,1983,1236016507.0,4851.099555
6149,Brunei Darussalam,BRN,1983,3844723142.0,18129.2439
6150,Bhutan,BTN,1983,156687192.1,356.2505646
6151,Botswana,BWA,1983,1172258182.0,1176.819535
6152,Central African Republic,CAF,1983,658679394.9,273.5013818
6153,Canada,CAN,1983,340548000000.0,13425.12249
6154,Central Europe and the Baltics,CEB,1983,,
6155,Switzerland,CHE,1983,114731000000.0,17874.25065
