,Country Name,Country Code,year,GDP_USD,GDP_per_capita_USD
9576,Aruba,ABW,1996,1379888268.0,16583.00307
9577,Africa Eastern and Southern,AFE,1996,268414000000.0,747.7671031
9578,Afghanistan,AFG,1996,,
9579,Africa Western and Central,AFW,1996,125763000000.0,523.7634172
9580,Angola,AGO,1996,7526446606.0,522.6436984
9581,Albania,ALB,1996,3199641336.0,1009.977275
9582,Andorra,AND,1996,1223945357.0,19016.28819
9583,Arab World,ARB,1996,614196000000.0,2371.40464
9584,United Arab Emirates,ARE,1996,73571233996.0,28975.07996
9585,Argentina,ARG,1996,272150000000.0,7721.354105
9586,Armenia,ARM,1996,1596968946.0,504.0598426
9587,American Samoa,ASM,1996,,
9588,Antigua and Barbuda,ATG,1996,633729629.6,9030.574978
9589,Australia,AUS,1996,401090000000.0,21904.29412
9590,Austria,AUT,1996,237251000000.0,29809.07677
9591,Azerbaijan,AZE,1996,3176333837.0,409.1631891
9592,Burundi,BDI,1996,869033856.3,143.4023238
9593,Belgium,BEL,1996,279201000000.0,27489.55518
9594,Benin,BEN,1996,2361116588.0,387.4320982
9595,Burkina Faso,BFA,1996,2586550747.0,249.3605589
9596,Bangladesh,BGD,1996,46438484108.0,394.7174919
9597,Bulgaria,BGR,1996,12294221473.0,1470.103703
9598,Bahrain,BHR,1996,6101861436.0,10544.79468
9599,"Bahamas, The",BHS,1996,3609000000.0,12708.64145
9600,Bosnia and Herzegovina,BIH,1996,2786045322.0,740.0996865
9601,Belarus,BLR,1996,14756846154.0,1452.507105
9602,Belize,BLZ,1996,641660000.0,3003.182627
9603,Bermuda,BMU,1996,2695390000.0,44826.78907
9604,Bolivia,BOL,1996,7396966618.0,950.8563811
9605,Brazil,BRA,1996,850426000000.0,5166.163933
9606,Barbados,BRB,1996,2363645403.0,8851.046458
9607,Brunei Darussalam,BRN,1996,5115602837.0,16793.39123
9608,Bhutan,BTN,1996,303435517.9,560.391079
9609,Botswana,BWA,1996,4847752843.0,3221.689056
9610,Central African Republic,CAF,1996,1007791186.0,304.6310755
9611,Canada,CAN,1996,628546000000.0,21227.34753
9612,Central Europe and the Baltics,CEB,1996,416122000000.0,3795.829168
9613,Switzerland,CHE,1996,340471000000.0,48144.57913
9614,Channel Islands,CHI,1996,,
9615,Chile,CHL,1996,78574385336.0,5386.467985
9616,China,CHN,1996,863747000000.0,709.4137551
9617,Cote d'Ivoire,CIV,1996,18071153890.0,1232.253656
9618,Cameroon,CMR,1996,11093539497.0,794.0511616
9619,"Congo, Dem. Rep.",COD,1996,5771454940.0,134.981937
9620,"Congo, Rep.",COG,1996,2540697538.0,912.0122972
9621,Colombia,COL,1996,97160109278.0,2620.538762
9622,Comoros,COM,1996,396053797.6,810.5475521
9623,Cabo Verde,CPV,1996,501979069.3,1269.120577
9624,Costa Rica,CRI,1996,11678424507.0,3215.105687
9625,Caribbean small states,CSS,1996,24081792639.0,3803.623288
9626,Cuba,CUB,1996,25017368700.0,2286.929054
9627,Curacao,CUW,1996,,
9628,Cayman Islands,CYM,1996,,
9629,Cyprus,CYP,1996,10011918444.0,15139.22656
9630,Czech Republic,CZE,1996,67387788633.0,6532.837055
9631,Germany,DEU,1996,2497240000000.0,30485.86655
9632,Djibouti,DJI,1996,494004647.7,767.5062771
9633,Dominica,DMA,1996,292285185.2,4120.581185
9634,Denmark,DNK,1996,187632000000.0,35650.71409
9635,Dominican Republic,DOM,1996,18241691857.0,2293.754381
9636,Algeria,DZA,1996,46941582519.0,1603.940302
9637,East Asia & Pacific (excluding high income),EAP,1996,1518470000000.0,873.2019472
9638,Early-demographic dividend,EAR,1996,2787830000000.0,1214.966039
9639,East Asia & Pacific,EAS,1996,8099320000000.0,4121.482134
9640,Europe & Central Asia (excluding high income),ECA,1996,729351000000.0,1980.248473
9641,Europe & Central Asia,ECS,1996,11096300000000.0,12950.04036
9642,Ecuador,ECU,1996,25226393197.0,2155.51815
9643,"Egypt, Arab Rep.",EGY,1996,67629716981.0,1063.333044
9644,Euro area,EMU,1996,7604600000000.0,23913.59615
9645,Eritrea,ERI,1996,693535954.2,315.7506824
9646,Spain,ESP,1996,642589000000.0,16109.0844
9647,Estonia,EST,1996,4786018988.0,3380.926302
9648,Ethiopia,ETH,1996,8547939731.0,145.1669013
9649,European Union,EUU,1996,8431520000000.0,19750.71452
9650,Fragile and conflict affected situations,FCS,1996,334159000000.0,596.3391598
9651,Finland,FIN,1996,132129000000.0,25783.45049
9652,Fiji,FJI,1996,2128696644.0,2713.827761
9653,France,FRA,1996,1605680000000.0,26871.83127
9654,Faroe Islands,FRO,1996,,
9655,"Micronesia, Fed. Sts.",FSM,1996,218534700.0,2017.659333
9656,Gabon,GAB,1996,5694040337.0,5116.196625
9657,United Kingdom,GBR,1996,1421510000000.0,24438.53117
9658,Georgia,GEO,1996,3095047604.0,689.0594414
9659,Ghana,GHA,1996,6934984709.0,397.135755
9660,Gibraltar,GIB,1996,,
9661,Guinea,GIN,1996,3868968302.0,518.3656626
9662,"Gambia, The",GMB,1996,848237108.6,728.6690719
9663,Guinea-Bissau,GNB,1996,270419779.4,243.4382959
9664,Equatorial Guinea,GNQ,1996,232463036.4,450.6460023
9665,Greece,GRC,1996,145862000000.0,13749.11511
9666,Grenada,GRD,1996,366911444.4,3632.678677
9667,Greenland,GRL,1996,1197509787.0,21422.35754
9668,Guatemala,GTM,1996,15674835615.0,1487.607658
9669,Guam,GUM,1996,,
9670,Guyana,GUY,1996,705406001.4,927.1885834
9671,High income,HIC,1996,26232600000000.0,24442.96555
