,Country Name,Country Code,year,GDP_USD,GDP_per_capita_USD
13300,Aruba,ABW,2010,2453631285.0,24134.47386
13301,Africa Eastern and Southern,AFE,2010,860478000000.0,1659.654922
13302,Afghanistan,AFG,2010,15856678596.0,543.3065262
13303,Africa Western and Central,AFW,2010,591596000000.0,1687.588526
13304,Angola,AGO,2010,81699556137.0,3497.974488
13305,Albania,ALB,2010,11926922829.0,4094.348386
13306,Andorra,AND,2010,3449925739.0,40849.76128
13307,Arab World,ARB,2010,2327010000000.0,6556.987974
13308,United Arab Emirates,ARE,2010,289787000000.0,33893.27725
13309,Argentina,ARG,2010,423627000000.0,10385.96443
13310,Armenia,ARM,2010,9260284938.0,3218.378299
13311,American Samoa,ASM,2010,573000000.0,10216.81763
13312,Antigua and Barbuda,ATG,2010,1148700000.0,13048.96058
13313,Australia,AUS,2010,1147590000000.0,52087.97229
13314,Austria,AUT,2010,392275000000.0,46903.76159
13315,Azerbaijan,AZE,2010,52909294792.0,5843.533768
13316,Burundi,BDI,2010,2032135247.0,234.2355389
13317,Belgium,BEL,2010,481421000000.0,44184.94635
13318,Benin,BEN,2010,9535344283.0,1036.534515
13319,Burkina Faso,BFA,2010,10109618964.0,647.8360955
13320,Bangladesh,BGD,2010,115279000000.0,781.1535777
13321,Bulgaria,BGR,2010,50682061053.0,6853.002854
13322,Bahrain,BHR,2010,25713271277.0,20722.07049
13323,"Bahamas, The",BHS,2010,10095760000.0,28443.88848
13324,Bosnia and Herzegovina,BIH,2010,17176781066.0,4635.5102
13325,Belarus,BLR,2010,57222490769.0,6033.686239
13326,Belize,BLZ,2010,1387925188.0,4304.111108
13327,Bermuda,BMU,2010,6634526000.0,101875.2841
13328,Bolivia,BOL,2010,19649631308.0,1955.460181
13329,Brazil,BRA,2010,2208840000000.0,11286.07154
13330,Barbados,BRB,2010,4529928302.0,16056.11685
13331,Brunei Darussalam,BRN,2010,13707370737.0,35270.64214
13332,Bhutan,BTN,2010,1547991318.0,2258.186435
13333,Botswana,BWA,2010,12786654498.0,6434.812485
13334,Central African Republic,CAF,2010,2142591376.0,488.4217358
13335,Canada,CAN,2010,1617340000000.0,47562.08343
13336,Central Europe and the Baltics,CEB,2010,1318170000000.0,12623.56039
13337,Switzerland,CHE,2010,603434000000.0,77117.12601
13338,Channel Islands,CHI,2010,,
13339,Chile,CHL,2010,217105000000.0,12724.10406
13340,China,CHN,2010,6087160000000.0,4550.453108
13341,Cote d'Ivoire,CIV,2010,34936305297.0,1701.475702
13342,Cameroon,CMR,2010,27507499709.0,1352.302275
13343,"Congo, Dem. Rep.",COD,2010,21565720044.0,334.0215777
13344,"Congo, Rep.",COG,2010,13148396206.0,3076.556449
13345,Colombia,COL,2010,286563000000.0,6336.709474
13346,Comoros,COM,2010,907978723.5,1316.491213
13347,Cabo Verde,CPV,2010,1664310770.0,3378.323433
13348,Costa Rica,CRI,2010,37658614803.0,8227.127494
13349,Caribbean small states,CSS,2010,64592893104.0,9263.029591
13350,Cuba,CUB,2010,59562962963.0,5305.883578
13351,Curacao,CUW,2010,,
13352,Cayman Islands,CYM,2010,4156990816.0,73351.75776
13353,Cyprus,CYP,2010,25732432719.0,31023.63867
13354,Czech Republic,CZE,2010,209070000000.0,19960.06849
13355,Germany,DEU,2010,3399670000000.0,41572.45595
13356,Djibouti,DJI,2010,1128611700.0,1343.275125
13357,Dominica,DMA,2010,493825925.9,6967.364955
13358,Denmark,DNK,2010,321995000000.0,58041.39844
13359,Dominican Republic,DOM,2010,53860175556.0,5555.392014
13360,Algeria,DZA,2010,161207000000.0,4480.786318
13361,East Asia & Pacific (excluding high income),EAP,2010,7889430000000.0,4012.992402
13362,Early-demographic dividend,EAR,2010,8800870000000.0,3026.520496
13363,East Asia & Pacific,EAS,2010,17063300000000.0,7731.862633
13364,Europe & Central Asia (excluding high income),ECA,2010,2953060000000.0,7816.195805
13365,Europe & Central Asia,ECS,2010,21025800000000.0,23680.22746
13366,Ecuador,ECU,2010,69555367000.0,4633.591284
13367,"Egypt, Arab Rep.",EGY,2010,218984000000.0,2645.968759
13368,Euro area,EMU,2010,12641300000000.0,37605.90024
13369,Eritrea,ERI,2010,1589515447.0,501.355317
13370,Spain,ESP,2010,1422110000000.0,30532.48051
13371,Estonia,EST,2010,19523477326.0,14663.04461
13372,Ethiopia,ETH,2010,29933790334.0,341.5541227
13373,European Union,EUU,2010,14557600000000.0,32970.71547
13374,Fragile and conflict affected situations,FCS,2010,1704880000000.0,2216.184524
13375,Finland,FIN,2010,249424000000.0,46505.30318
